,Country,Year,fertility,life,population,child_mortality,gdp,region
3036,French Guiana,2000,3.823,74.745,164983.0,17.71,,America
3037,French Guiana,2001,3.765,74.915,171889.0,16.9,,America
3038,French Guiana,2002,3.7,75.068,179424.0,16.1,,America
3039,French Guiana,2003,3.627,75.212,187247.0,15.31,,America
3040,French Guiana,2004,3.549,75.35300000000002,194882.0,14.55,,America
3041,French Guiana,2005,3.469,75.498,201993.0,13.83,,America
3042,French Guiana,2006,3.392,75.654,208451.0,13.17,,America
3043,French Guiana,2007,3.321,75.824,214366.0,12.6,,America
3044,French Guiana,2008,3.257,76.009,219931.0,12.11,,America
3045,French Guiana,2009,3.204,76.21,225451.0,11.72,,America
3046,French Guiana,2010,3.159,76.426,231151.0,11.41,,America
3047,French Guiana,2011,3.122,76.653,237080.0,11.2,,America
3048,French Guiana,2012,3.089,76.887,243172.0,11.05,,America
3049,French Guiana,2013,3.0580000000000003,77.12100000000002,249408.0,10.95,,America
3050,French Polynesia,1964,5.3679999999999986,57.845,89768.0,,,East Asia & Pacific
3051,French Polynesia,1965,5.314,58.242,92859.0,,,East Asia & Pacific
3052,French Polynesia,1966,5.267,58.654,96177.0,,,East Asia & Pacific
3053,French Polynesia,1967,5.222,59.06100000000001,99708.0,,,East Asia & Pacific
3054,French Polynesia,1968,5.174,59.452,103387.0,,,East Asia & Pacific
3055,French Polynesia,1969,5.12,59.828,107129.0,,,East Asia & Pacific
3056,French Polynesia,1970,5.057,60.184,110872.0,,,East Asia & Pacific
3057,French Polynesia,1971,4.98,60.518,114591.0,,,East Asia & Pacific
3058,French Polynesia,1972,4.8889999999999985,60.83600000000001,118303.0,,,East Asia & Pacific
3059,French Polynesia,1973,4.785,61.147,122041.0,,,East Asia & Pacific
3060,French Polynesia,1974,4.67,61.465,125862.0,,,East Asia & Pacific
3061,French Polynesia,1975,4.548,61.816,129803.0,,,East Asia & Pacific
3062,French Polynesia,1976,4.423,62.23,133865.0,,,East Asia & Pacific
3063,French Polynesia,1977,4.301,62.717,138027.0,,,East Asia & Pacific
3064,French Polynesia,1978,4.185,63.278,142290.0,,,East Asia & Pacific
3065,French Polynesia,1979,4.08,63.902,146651.0,,,East Asia & Pacific
3066,French Polynesia,1980,3.989,64.562,151098.0,49.95,,East Asia & Pacific
3067,French Polynesia,1981,3.916,65.22,155637.0,44.96,,East Asia & Pacific
3068,French Polynesia,1982,3.858,65.84,160251.0,40.04,,East Asia & Pacific
3069,French Polynesia,1983,3.812,66.39399999999999,164893.0,35.41,,East Asia & Pacific
3070,French Polynesia,1984,3.774,66.87100000000001,169500.0,31.24,,East Asia & Pacific
3071,French Polynesia,1985,3.738,67.267,174024.0,27.71,,East Asia & Pacific
3072,French Polynesia,1986,3.697,67.594,178450.0,24.94,,East Asia & Pacific
3073,French Polynesia,1987,3.645,67.87899999999999,182788.0,22.9,,East Asia & Pacific
3074,French Polynesia,1988,3.579,68.149,187044.0,21.47,,East Asia & Pacific
3075,French Polynesia,1989,3.497,68.418,191237.0,20.56,,East Asia & Pacific
3076,French Polynesia,1990,3.4,68.7,195383.0,19.97,,East Asia & Pacific
3077,French Polynesia,1991,3.2910000000000004,69.005,199464.0,19.47,,East Asia & Pacific
3078,French Polynesia,1992,3.175,69.332,203481.0,18.85,,East Asia & Pacific
3079,French Polynesia,1993,3.059,69.68,207494.0,17.99,,East Asia & Pacific
3080,French Polynesia,1994,2.946,70.047,211583.0,16.83,,East Asia & Pacific
3081,French Polynesia,1995,2.841,70.43,215798.0,15.44,,East Asia & Pacific
3082,French Polynesia,1996,2.745,70.821,220172.0,13.97,,East Asia & Pacific
3083,French Polynesia,1997,2.66,71.209,224667.0,12.61,,East Asia & Pacific
3084,French Polynesia,1998,2.585,71.587,229171.0,11.51,,East Asia & Pacific
3085,French Polynesia,1999,2.52,71.955,233532.0,10.74,,East Asia & Pacific
3086,French Polynesia,2000,2.463,72.313,237638.0,10.27,,East Asia & Pacific
3087,French Polynesia,2001,2.414,72.669,241448.0,10.08,,East Asia & Pacific
3088,French Polynesia,2002,2.37,73.03,245000.0,10.03,,East Asia & Pacific
3089,French Polynesia,2003,2.329,73.39699999999998,248357.0,10.03,,East Asia & Pacific
3090,French Polynesia,2004,2.289,73.767,251622.0,10.02,,East Asia & Pacific
3091,French Polynesia,2005,2.251,74.133,254870.0,9.96,,East Asia & Pacific
3092,French Polynesia,2006,2.216,74.484,258119.0,9.82,,East Asia & Pacific
3093,French Polynesia,2007,2.184,74.812,261345.0,9.61,,East Asia & Pacific
3094,French Polynesia,2008,2.156,75.109,264541.0,9.34,,East Asia & Pacific
3095,French Polynesia,2009,2.132,75.377,267685.0,9.01,,East Asia & Pacific
3096,French Polynesia,2010,2.11,75.618,270764.0,8.64,,East Asia & Pacific
3097,French Polynesia,2011,2.092,75.83800000000002,273777.0,8.24,,East Asia & Pacific
3098,French Polynesia,2012,2.075,76.048,276731.0,7.84,,East Asia & Pacific
3099,French Polynesia,2013,2.0580000000000003,76.257,279632.0,7.46,,East Asia & Pacific
3100,Gabon,1964,4.694,41.587,498162.0,241.9,2454.0,Sub-Saharan Africa
3101,Gabon,1965,4.766,42.347,501880.0,233.06,2807.0,Sub-Saharan Africa
3102,Gabon,1966,4.834,43.184,505765.0,222.77,2679.0,Sub-Saharan Africa
3103,Gabon,1967,4.899,44.06,509973.0,212.7,3219.0,Sub-Saharan Africa
3104,Gabon,1968,4.961,44.94300000000001,514963.0,203.93,3423.0,Sub-Saharan Africa
3105,Gabon,1969,5.021,45.817,521339.0,194.25,3836.0,Sub-Saharan Africa
3106,Gabon,1970,5.081,46.67,529526.0,185.03,4656.0,Sub-Saharan Africa
3107,Gabon,1971,5.143,47.499,539728.0,176.25,5793.0,Sub-Saharan Africa
3108,Gabon,1972,5.207999999999998,48.316,551811.0,167.88,6180.0,Sub-Saharan Africa
3109,Gabon,1973,5.275,49.129,565441.0,159.92,8349.0,Sub-Saharan Africa
3110,Gabon,1974,5.343,49.93899999999999,580101.0,152.33,18287.0,Sub-Saharan Africa
3111,Gabon,1975,5.412000000000001,50.75,595417.0,145.1,18169.0,Sub-Saharan Africa
3112,Gabon,1976,5.48,51.567,611293.0,138.21,21774.0,Sub-Saharan Africa
3113,Gabon,1977,5.542999999999998,52.392,627846.0,131.65,20699.0,Sub-Saharan Africa
3114,Gabon,1978,5.6,53.224,645160.0,125.4,22649.0,Sub-Saharan Africa
3115,Gabon,1979,5.648,54.062,663387.0,121.1,24502.0,Sub-Saharan Africa
3116,Gabon,1980,5.684,54.908,682641.0,116.8,27736.0,Sub-Saharan Africa
3117,Gabon,1981,5.709,55.76600000000001,702923.0,112.7,27631.0,Sub-Saharan Africa
3118,Gabon,1982,5.722,56.628,724185.0,108.8,24800.0,Sub-Saharan Africa
3119,Gabon,1983,5.723,57.48,746424.0,105.4,26740.0,Sub-Saharan Africa
3120,Gabon,1984,5.7120000000000015,58.303,769635.0,102.3,25707.0,Sub-Saharan Africa
3121,Gabon,1985,5.689,59.06800000000001,793810.0,99.6,23142.0,Sub-Saharan Africa
3122,Gabon,1986,5.654,59.75,818863.0,97.4,18203.0,Sub-Saharan Africa
3123,Gabon,1987,5.609,60.32899999999999,844775.0,95.7,16383.0,Sub-Saharan Africa
3124,Gabon,1988,5.5539999999999985,60.793,871675.0,94.2,15076.0,Sub-Saharan Africa
3125,Gabon,1989,5.4910000000000005,61.136,899739.0,93.1,19870.0,Sub-Saharan Africa
3126,Gabon,1990,5.421,61.357,929044.0,92.2,19358.0,Sub-Saharan Africa
3127,Gabon,1991,5.343,61.463,959631.0,91.3,19995.0,Sub-Saharan Africa
3128,Gabon,1992,5.259,61.479,991289.0,90.4,18868.0,Sub-Saharan Africa
3129,Gabon,1993,5.17,61.426,1023531.0,89.5,19101.0,Sub-Saharan Africa
3130,Gabon,1994,5.078,61.319,1055707.0,88.6,19298.0,Sub-Saharan Africa
3131,Gabon,1995,4.987,61.159,1087327.0,87.8,19738.0,Sub-Saharan Africa
3132,Gabon,1996,4.898,60.93899999999999,1118215.0,87.0,19933.0,Sub-Saharan Africa
3133,Gabon,1997,4.814,60.663,1148416.0,86.2,20545.0,Sub-Saharan Africa
3134,Gabon,1998,4.735,60.349,1177936.0,85.4,20729.0,Sub-Saharan Africa
3135,Gabon,1999,4.664,60.027,1206862.0,84.6,18413.0,Sub-Saharan Africa
3136,Gabon,2000,4.6,59.744,1235274.0,83.6,17630.0,Sub-Saharan Africa
3137,Gabon,2001,4.544,59.55,1263165.0,82.3,17579.0,Sub-Saharan Africa
3138,Gabon,2002,4.494,59.475,1290532.0,80.8,17126.0,Sub-Saharan Africa
3139,Gabon,2003,4.449,59.534,1317484.0,79.2,17105.0,Sub-Saharan Africa
3140,Gabon,2004,4.408,59.732,1344171.0,77.3,16822.0,Sub-Saharan Africa
3141,Gabon,2005,4.37,60.056,1370729.0,75.3,17069.0,Sub-Saharan Africa
3142,Gabon,2006,4.335,60.477,1397192.0,73.2,16059.0,Sub-Saharan Africa
3143,Gabon,2007,4.3039999999999985,60.949,1423637.0,70.7,16693.0,Sub-Saharan Africa
3144,Gabon,2008,4.275,61.43,1450310.0,68.0,15800.0,Sub-Saharan Africa
3145,Gabon,2009,4.246,61.896,1477514.0,65.5,15238.0,Sub-Saharan Africa
3146,Gabon,2010,4.214,62.333,1505463.0,63.0,15982.0,Sub-Saharan Africa
3147,Gabon,2011,4.178,62.735,1534262.0,60.5,16590.0,Sub-Saharan Africa
3148,Gabon,2012,4.136,63.115,1563873.0,57.9,17252.0,Sub-Saharan Africa
3149,Gabon,2013,4.087,63.48,1594205.0,56.1,17580.0,Sub-Saharan Africa
3150,Gambia,1964,5.776,33.523,402436.0,338.3,1312.0,Sub-Saharan Africa
3151,Gambia,1965,5.83,34.076,409450.0,332.4,1412.0,Sub-Saharan Africa
3152,Gambia,1966,5.884,34.711,417350.0,326.5,1597.0,Sub-Saharan Africa
3153,Gambia,1967,5.938,35.417,426005.0,320.5,1602.0,Sub-Saharan Africa
3154,Gambia,1968,5.9910000000000005,36.178,435647.0,314.6,1575.0,Sub-Saharan Africa
3155,Gambia,1969,6.042999999999998,36.985,446488.0,308.8,1691.0,Sub-Saharan Africa
3156,Gambia,1970,6.093,37.824,458663.0,302.6,1478.0,Sub-Saharan Africa
3157,Gambia,1971,6.141,38.685,472432.0,296.4,1597.0,Sub-Saharan Africa
3158,Gambia,1972,6.185,39.556,487790.0,290.0,1660.0,Sub-Saharan Africa
3159,Gambia,1973,6.226,40.429,504267.0,283.5,1684.0,Sub-Saharan Africa
3160,Gambia,1974,6.2620000000000005,41.293,521186.0,276.9,1956.0,Sub-Saharan Africa
3161,Gambia,1975,6.292999999999998,42.146,538110.0,270.4,1778.0,Sub-Saharan Africa
3162,Gambia,1976,6.316,42.989,554910.0,263.9,1923.0,Sub-Saharan Africa
3163,Gambia,1977,6.332999999999998,43.827,571891.0,257.5,1957.0,Sub-Saharan Africa
3164,Gambia,1978,6.3420000000000005,44.66,589570.0,251.2,1799.0,Sub-Saharan Africa
3165,Gambia,1979,6.343,45.483,608680.0,244.9,2028.0,Sub-Saharan Africa
3166,Gambia,1980,6.3370000000000015,46.293,629786.0,238.5,1772.0,Sub-Saharan Africa
3167,Gambia,1981,6.323,47.089,652817.0,231.9,1703.0,Sub-Saharan Africa
3168,Gambia,1982,6.303,47.864,677685.0,225.3,1861.0,Sub-Saharan Africa
3169,Gambia,1983,6.277,48.61,704894.0,218.3,1586.0,Sub-Saharan Africa
3170,Gambia,1984,6.247999999999998,49.31800000000001,735056.0,211.2,1494.0,Sub-Saharan Africa
3171,Gambia,1985,6.2189999999999985,49.97,768460.0,204.0,1323.0,Sub-Saharan Africa
3172,Gambia,1986,6.19,50.55,805491.0,196.8,1347.0,Sub-Saharan Africa
3173,Gambia,1987,6.164,51.053,845642.0,189.9,1371.0,Sub-Saharan Africa
3174,Gambia,1988,6.141,51.481,887224.0,183.1,1463.0,Sub-Saharan Africa
3175,Gambia,1989,6.122999999999998,51.84,927937.0,176.6,1510.0,Sub-Saharan Africa
3176,Gambia,1990,6.107,52.145,966151.0,170.2,1517.0,Sub-Saharan Africa
3177,Gambia,1991,6.095,52.413,1001252.0,164.2,1510.0,Sub-Saharan Africa
3178,Gambia,1992,6.082999999999998,52.666,1033748.0,158.5,1513.0,Sub-Saharan Africa
3179,Gambia,1993,6.07,52.923,1064522.0,152.9,1515.0,Sub-Saharan Africa
3180,Gambia,1994,6.056,53.194,1094974.0,147.5,1475.0,Sub-Saharan Africa
3181,Gambia,1995,6.039,53.487,1126183.0,142.4,1448.0,Sub-Saharan Africa
3182,Gambia,1996,6.018,53.801,1158308.0,137.4,1439.0,Sub-Saharan Africa
3183,Gambia,1997,5.995,54.127,1191155.0,132.5,1468.0,Sub-Saharan Africa
3184,Gambia,1998,5.97,54.455,1225044.0,127.9,1477.0,Sub-Saharan Africa
3185,Gambia,1999,5.944,54.785,1260283.0,123.2,1527.0,Sub-Saharan Africa
3186,Gambia,2000,5.917000000000002,55.115,1297084.0,118.8,1564.0,Sub-Saharan Africa
3187,Gambia,2001,5.891,55.444,1335674.0,114.5,1606.0,Sub-Saharan Africa
3188,Gambia,2002,5.867000000000001,55.771,1376035.0,110.2,1506.0,Sub-Saharan Africa
3189,Gambia,2003,5.845,56.094,1417818.0,106.0,1559.0,Sub-Saharan Africa
3190,Gambia,2004,5.827000000000001,56.411,1460493.0,101.9,1617.0,Sub-Saharan Africa
3191,Gambia,2005,5.812,56.721,1503678.0,97.9,1552.0,Sub-Saharan Africa
3192,Gambia,2006,5.803,57.021,1547259.0,94.2,1521.0,Sub-Saharan Africa
3193,Gambia,2007,5.799,57.31,1591357.0,90.6,1528.0,Sub-Saharan Africa
3194,Gambia,2008,5.797999999999999,57.588,1636107.0,87.4,1566.0,Sub-Saharan Africa
3195,Gambia,2009,5.797999999999999,57.854,1681734.0,84.3,1615.0,Sub-Saharan Africa
3196,Gambia,2010,5.796,58.109,1728394.0,81.4,1667.0,Sub-Saharan Africa
3197,Gambia,2011,5.789,58.354,1776103.0,78.6,1545.0,Sub-Saharan Africa
3198,Gambia,2012,5.775,58.59,1824777.0,76.1,1584.0,Sub-Saharan Africa
3199,Gambia,2013,5.751,58.81800000000001,1874360.0,73.6,1608.0,Sub-Saharan Africa
3200,Georgia,1964,2.864,65.293,4419666.0,85.37,3707.0,Europe & Central Asia
3201,Georgia,1965,2.801,65.696,4477493.0,83.69,3877.0,Europe & Central Asia
3202,Georgia,1966,2.737,66.086,4530176.0,82.04,4128.0,Europe & Central Asia
3203,Georgia,1967,2.68,66.458,4578194.0,80.42,4347.0,Europe & Central Asia
3204,Georgia,1968,2.637,66.809,4622680.0,78.84,4505.0,Europe & Central Asia
3205,Georgia,1969,2.609,67.139,4665358.0,77.29,4685.0,Europe & Central Asia
3206,Georgia,1970,2.595,67.456,4707491.0,75.77,5212.0,Europe & Central Asia
3207,Georgia,1971,2.588,67.77,4749634.0,74.28,5303.0,Europe & Central Asia
3208,Georgia,1972,2.579,68.086,4791473.0,72.82,5415.0,Europe & Central Asia
3209,Georgia,1973,2.563,68.405,4832396.0,71.38,5727.0,Europe & Central Asia
3210,Georgia,1974,2.537,68.721,4871428.0,69.98,6192.0,Europe & Central Asia
3211,Georgia,1975,2.502,69.016,4907996.0,68.6,6611.0,Europe & Central Asia
3212,Georgia,1976,2.461,69.268,4941721.0,66.3,6979.0,Europe & Central Asia
3213,Georgia,1977,2.419,69.461,4973247.0,64.3,7425.0,Europe & Central Asia
3214,Georgia,1978,2.379,69.59100000000001,5004247.0,62.3,7941.0,Europe & Central Asia
3215,Georgia,1979,2.343,69.664,5036986.0,60.2,8485.0,Europe & Central Asia
3216,Georgia,1980,2.315,69.69800000000001,5073000.0,58.3,8825.0,Europe & Central Asia
3217,Georgia,1981,2.296,69.72399999999999,5111551.0,56.5,9236.0,Europe & Central Asia
3218,Georgia,1982,2.2840000000000003,69.766,5151606.0,54.7,9363.0,Europe & Central Asia
3219,Georgia,1983,2.277,69.84100000000001,5193836.0,53.2,9703.0,Europe & Central Asia
3220,Georgia,1984,2.275,69.952,5239068.0,51.8,10158.0,Europe & Central Asia
3221,Georgia,1985,2.273,70.081,5287002.0,50.7,10580.0,Europe & Central Asia
3222,Georgia,1986,2.269,70.202,5339661.0,49.8,9633.0,Europe & Central Asia
3223,Georgia,1987,2.26,70.28699999999999,5394502.0,49.1,9670.0,Europe & Central Asia
3224,Georgia,1988,2.2430000000000003,70.321,5441216.0,48.6,10135.0,Europe & Central Asia
3225,Georgia,1989,2.217,70.309,5466100.0,48.1,9379.0,Europe & Central Asia
3226,Georgia,1990,2.18,70.265,5459999.0,47.7,8018.0,Europe & Central Asia
3227,Georgia,1991,2.132,70.21600000000001,5418521.0,47.2,6282.0,Europe & Central Asia
3228,Georgia,1992,2.076,70.192,5346229.0,46.6,3435.0,Europe & Central Asia
3229,Georgia,1993,2.013,70.217,5254049.0,46.0,2410.0,Europe & Central Asia
3230,Georgia,1994,1.946,70.303,5157814.0,45.2,2181.0,Europe & Central Asia
3231,Georgia,1995,1.879,70.455,5069269.0,44.3,2298.0,Europe & Central Asia
3232,Georgia,1996,1.812,70.671,4992336.0,43.0,2621.0,Europe & Central Asia
3233,Georgia,1997,1.749,70.935,4924569.0,41.5,2951.0,Europe & Central Asia
3234,Georgia,1998,1.692,71.225,4863694.0,39.8,3072.0,Europe & Central Asia
3235,Georgia,1999,1.643,71.531,4805140.0,37.8,3185.0,Europe & Central Asia
3236,Georgia,2000,1.609,71.839,4745765.0,35.7,3269.0,Europe & Central Asia
3237,Georgia,2001,1.592,72.137,4685331.0,33.4,3451.0,Europe & Central Asia
3238,Georgia,2002,1.5930000000000002,72.418,4626034.0,31.1,3664.0,Europe & Central Asia
3239,Georgia,2003,1.609,72.676,4569880.0,28.9,4096.0,Europe & Central Asia
3240,Georgia,2004,1.639,72.90899999999998,4519607.0,26.7,4346.0,Europe & Central Asia
3241,Georgia,2005,1.6780000000000002,73.112,4477006.0,24.6,4716.0,Europe & Central Asia
3242,Georgia,2006,1.719,73.29,4442825.0,22.7,5116.0,Europe & Central Asia
3243,Georgia,2007,1.758,73.45,4415956.0,20.9,5760.0,Europe & Central Asia
3244,Georgia,2008,1.788,73.59899999999998,4394018.0,19.3,5900.0,Europe & Central Asia
3245,Georgia,2009,1.809,73.743,4373630.0,17.9,5642.0,Europe & Central Asia
3246,Georgia,2010,1.82,73.883,4352244.0,16.6,5938.0,Europe & Central Asia
3247,Georgia,2011,1.822,74.023,4329026.0,15.5,6322.0,Europe & Central Asia
3248,Georgia,2012,1.82,74.16199999999998,4304363.0,14.4,6702.0,Europe & Central Asia
3249,Georgia,2013,1.817,74.301,4278410.0,13.4,6930.0,Europe & Central Asia
3250,Germany,1964,2.494,70.6511001188,75363329.0,34.49,17100.0,Europe & Central Asia
3251,Germany,1965,2.479,70.6344975264,75963700.0,32.67,17838.0,Europe & Central Asia
3252,Germany,1966,2.438,70.74810838229999,76518660.0,30.94,18262.0,Europe & Central Asia
3253,Germany,1967,2.37,70.9699515537,77026811.0,29.31,18311.0,Europe & Central Asia
3254,Germany,1968,2.278,70.61544438840001,77477619.0,27.2,19254.0,Europe & Central Asia
3255,Germany,1969,2.165,70.4648962092,77860668.0,26.4,20409.0,Europe & Central Asia
3256,Germany,1970,2.042,70.7041569934,78169287.0,25.7,21218.0,Europe & Central Asia
3257,Germany,1971,1.917,70.9202391859,78398250.0,24.9,21695.0,Europe & Central Asia
3258,Germany,1972,1.8,71.14420162,78549958.0,24.0,22497.0,Europe & Central Asia
3259,Germany,1973,1.7,71.3908631775,78635758.0,23.1,23461.0,Europe & Central Asia
3260,Germany,1974,1.62,71.6929083514,78672415.0,22.0,23662.0,Europe & Central Asia
3261,Germany,1975,1.5630000000000002,71.5385653368,78673559.0,20.8,23630.0,Europe & Central Asia
3262,Germany,1976,1.527,71.9999868556,78648816.0,19.5,24904.0,Europe & Central Asia
3263,Germany,1977,1.504,72.61065315399999,78600404.0,18.3,25678.0,Europe & Central Asia
3264,Germany,1978,1.489,72.5841058865,78526576.0,17.1,26444.0,Europe & Central Asia
3265,Germany,1979,1.479,72.9432395524,78422458.0,16.0,27515.0,Europe & Central Asia
3266,Germany,1980,1.472,73.1166488281,78288577.0,15.0,27765.0,Europe & Central Asia
3267,Germany,1981,1.467,73.3539710647,78124452.0,14.1,27846.0,Europe & Central Asia
3268,Germany,1982,1.463,73.65699814189999,77944929.0,13.2,27645.0,Europe & Central Asia
3269,Germany,1983,1.46,73.93552840859999,77784306.0,12.5,28227.0,Europe & Central Asia
3270,Germany,1984,1.457,74.4138978591,77686865.0,11.8,29135.0,Europe & Central Asia
3271,Germany,1985,1.452,74.5175574672,77684875.0,11.1,29851.0,Europe & Central Asia
3272,Germany,1986,1.4409999999999998,74.7249574593,77783439.0,10.6,30514.0,Europe & Central Asia
3273,Germany,1987,1.426,75.1229289633,77974722.0,10.1,30986.0,Europe & Central Asia
3274,Germany,1988,1.406,75.2959479001,78260173.0,9.5,31906.0,Europe & Central Asia
3275,Germany,1989,1.383,75.4780459557,78637382.0,9.0,32706.0,Europe & Central Asia
3276,Germany,1990,1.359,75.3678733326,79098094.0,8.5,31476.0,Europe & Central Asia
3277,Germany,1991,1.337,75.59077954850001,79651903.0,8.0,32844.0,Europe & Central Asia
3278,Germany,1992,1.321,76.0447977776,80282985.0,7.6,33221.0,Europe & Central Asia
3279,Germany,1993,1.311,76.1221883164,80926118.0,7.2,32689.0,Europe & Central Asia
3280,Germany,1994,1.3090000000000002,76.4242797776,81495194.0,6.8,33375.0,Europe & Central Asia
3281,Germany,1995,1.3130000000000002,76.6081892256,81929441.0,6.5,33843.0,Europe & Central Asia
3282,Germany,1996,1.3219999999999998,76.838106829,82200333.0,6.2,34008.0,Europe & Central Asia
3283,Germany,1997,1.331,77.28068341560001,82326019.0,5.9,34578.0,Europe & Central Asia
3284,Germany,1998,1.34,77.6406198196,82350467.0,5.7,35254.0,Europe & Central Asia
3285,Germany,1999,1.347,77.8764821492,82341545.0,5.5,35931.0,Europe & Central Asia
3286,Germany,2000,1.35,78.1412746311,82349027.0,5.4,36953.0,Europe & Central Asia
3287,Germany,2001,1.352,78.4983076802,82384256.0,5.2,37517.0,Europe & Central Asia
3288,Germany,2002,1.352,78.58060849569999,82432026.0,5.1,37458.0,Europe & Central Asia
3289,Germany,2003,1.351,78.6489705506,82484111.0,5.0,37167.0,Europe & Central Asia
3290,Germany,2004,1.352,79.2389585109,82524343.0,4.9,37614.0,Europe & Central Asia
3291,Germany,2005,1.3530000000000002,79.380403108,82540739.0,4.7,37901.0,Europe & Central Asia
3292,Germany,2006,1.356,79.7185338183,82536138.0,4.6,39352.0,Europe & Central Asia
3293,Germany,2007,1.361,79.8833149177,82516297.0,4.5,40693.0,Europe & Central Asia
3294,Germany,2008,1.368,79.969258733,82475271.0,4.4,41199.0,Europe & Central Asia
3295,Germany,2009,1.376,80.0780003838,82405365.0,4.3,38975.0,Europe & Central Asia
3296,Germany,2010,1.386,80.2397218872,82302465.0,4.2,40632.0,Europe & Central Asia
3297,Germany,2011,1.3969999999999998,80.5236327669,82162512.0,4.1,42080.0,Europe & Central Asia
3298,Germany,2012,1.408,80.578,81990837.0,4.0,42959.0,Europe & Central Asia
3299,Germany,2013,1.419,80.743,81804228.0,3.9,42887.0,Europe & Central Asia
3300,Ghana,1964,6.893,47.47,7610752.0,203.8,2322.0,Sub-Saharan Africa
3301,Ghana,1965,6.917999999999998,47.824,7807845.0,203.1,2290.0,Sub-Saharan Africa
3302,Ghana,1966,6.937,48.15600000000001,7986643.0,202.9,2230.0,Sub-Saharan Africa
3303,Ghana,1967,6.95,48.469,8150359.0,202.7,2208.0,Sub-Saharan Africa
3304,Ghana,1968,6.957000000000002,48.768,8310713.0,202.8,2177.0,Sub-Saharan Africa
3305,Ghana,1969,6.957000000000002,49.056,8484140.0,202.5,2240.0,Sub-Saharan Africa
3306,Ghana,1970,6.95,49.339,8681818.0,201.9,2455.0,Sub-Saharan Africa
3307,Ghana,1971,6.936,49.62300000000001,8911291.0,200.7,2527.0,Sub-Saharan Africa
3308,Ghana,1972,6.915,49.911,9167822.0,198.5,2396.0,Sub-Saharan Africa
3309,Ghana,1973,6.888,50.20399999999999,9435673.0,195.3,2458.0,Sub-Saharan Africa
3310,Ghana,1974,6.855,50.505,9692196.0,191.0,2559.0,Sub-Saharan Africa
3311,Ghana,1975,6.815,50.809,9922663.0,185.9,2190.0,Sub-Saharan Africa
3312,Ghana,1976,6.771,51.11,10119038.0,180.7,2072.0,Sub-Saharan Africa
3313,Ghana,1977,6.721,51.405,10290712.0,175.8,2085.0,Sub-Saharan Africa
3314,Ghana,1978,6.665,51.69300000000001,10461377.0,171.6,2226.0,Sub-Saharan Africa
3315,Ghana,1979,6.605,51.977,10664342.0,168.4,2130.0,Sub-Saharan Africa
3316,Ghana,1980,6.539,52.268,10922708.0,166.2,2090.0,Sub-Saharan Africa
3317,Ghana,1981,6.468,52.575,11246007.0,164.6,1960.0,Sub-Saharan Africa
3318,Ghana,1982,6.392,52.907,11624726.0,163.1,1766.0,Sub-Saharan Africa
3319,Ghana,1983,6.31,53.272,12039663.0,161.3,1628.0,Sub-Saharan Africa
3320,Ghana,1984,6.223,53.67,12462279.0,158.5,1710.0,Sub-Saharan Africa
3321,Ghana,1985,6.131,54.111,12871965.0,154.6,1740.0,Sub-Saharan Africa
3322,Ghana,1986,6.035,54.605,13261929.0,149.7,1778.0,Sub-Saharan Africa
3323,Ghana,1987,5.935,55.14,13638708.0,144.1,1813.0,Sub-Saharan Africa
3324,Ghana,1988,5.831,55.697,14010951.0,138.2,1865.0,Sub-Saharan Africa
3325,Ghana,1989,5.725,56.25100000000001,14392619.0,132.6,1909.0,Sub-Saharan Africa
3326,Ghana,1990,5.6160000000000005,56.755,14793415.0,127.4,1920.0,Sub-Saharan Africa
3327,Ghana,1991,5.505,57.16,15216133.0,123.1,1965.0,Sub-Saharan Africa
3328,Ghana,1992,5.392,57.43899999999999,15655847.0,119.7,1985.0,Sub-Saharan Africa
3329,Ghana,1993,5.278,57.583,16105502.0,117.1,2024.0,Sub-Saharan Africa
3330,Ghana,1994,5.165,57.598,16554855.0,115.1,2036.0,Sub-Saharan Africa
3331,Ghana,1995,5.058,57.507,16996901.0,113.4,2066.0,Sub-Saharan Africa
3332,Ghana,1996,4.959,57.347,17429209.0,111.6,2110.0,Sub-Saharan Africa
3333,Ghana,1997,4.87,57.17100000000001,17855250.0,109.5,2148.0,Sub-Saharan Africa
3334,Ghana,1998,4.793,57.032,18281113.0,106.9,2199.0,Sub-Saharan Africa
3335,Ghana,1999,4.727,56.962,18715676.0,104.0,2244.0,Sub-Saharan Africa
3336,Ghana,2000,4.669,56.996,19165490.0,100.7,2273.0,Sub-Saharan Africa
3337,Ghana,2001,4.617,57.157,19632265.0,97.3,2306.0,Sub-Saharan Africa
3338,Ghana,2002,4.566,57.431,20114361.0,94.2,2350.0,Sub-Saharan Africa
3339,Ghana,2003,4.512,57.797,20610897.0,91.3,2409.0,Sub-Saharan Africa
3340,Ghana,2004,4.455,58.237,21119911.0,88.7,2479.0,Sub-Saharan Africa
3341,Ghana,2005,4.392,58.718,21639806.0,86.5,2558.0,Sub-Saharan Africa
3342,Ghana,2006,4.3260000000000005,59.203,22170556.0,84.4,2652.0,Sub-Saharan Africa
3343,Ghana,2007,4.257,59.65600000000001,22712403.0,82.2,2751.0,Sub-Saharan Africa
3344,Ghana,2008,4.188,60.051,23264176.0,79.9,2907.0,Sub-Saharan Africa
3345,Ghana,2009,4.119,60.375,23824402.0,77.4,2934.0,Sub-Saharan Africa
