Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
100501,-6.985267486,5.151093569,-4.599337773,4.534478601,0.849053979,-0.210701203,-4.425229685,-5.134525156,0.069320573,-0.870997151,5.200815169,-7.80222779,0.033912418,-7.560131972,-1.014651935,-1.507929601,-3.410274568,0.107544007,-1.375517656,-1.246996319,5.453671853,-2.056177144,-0.280333721,0.120771473,0.569357721,0.145971466,0.300193469,1.779363852,0.76,1
119080,2.128425283,-0.629376686,-1.452098936,-0.953897328,-0.171552123,-0.253586026,-0.695350694,0.031921234,-0.494074177,0.36669819,1.130634552,0.020266316,0.17538953,-1.328996903,-0.461094152,1.725525691,0.823793403,-0.8289126,1.02354818,0.07337998,-0.30393225,-0.980963122,0.429484864,0.130330936,-0.511799998,-0.701427475,-0.001488877,-0.022169375,24.99,0
79599,-1.530539814,1.315689406,-1.142399915,-0.278681846,2.109127955,3.3863971,-0.268716473,1.341218211,-0.566580698,0.248560954,-0.451343121,-0.076528635,0.0796297,0.725726838,1.216198877,0.131511505,-0.493850543,0.565310894,0.795374925,-0.040117359,0.120743053,0.192390279,-0.017732503,1.005209798,-0.02995954,-0.371698918,-0.517011553,-0.113008535,18.81,0
84492,1.306367132,-0.303347598,0.581865604,-0.928928262,-0.723343955,-0.33103234,-0.526238588,-0.034236953,1.738120204,-1.105812181,-1.029004207,0.960416153,1.036292364,-0.384039413,1.230486453,-0.242232661,-0.50232658,0.346298086,0.865415856,-0.039511963,-0.056643703,0.137230987,-0.151128808,-0.418768145,0.64321111,-0.637078836,0.098727746,0.02866288,1,0
87883,-1.360292634,-0.45806897,-0.700403918,2.737229172,-1.005105974,2.891399364,5.802537353,-1.933197352,-1.017717143,1.987861863,0.504116141,-0.863430853,-0.184450076,-1.016915535,-1.559410198,1.154312686,-2.043857668,-0.151698807,-0.943513535,-1.493401375,-0.936989532,-0.053811586,0.580105894,0.216927302,0.15164293,-0.332114569,-0.469800302,-1.495005897,829.41,1
161012,-1.663894356,1.466413936,0.134985048,-1.456766519,0.205644247,-0.552456942,0.283633686,0.875172144,-0.294153133,-2.133428377,-1.498060875,-0.709699066,-1.064753088,-0.602692929,-0.412098059,1.34037713,0.357402876,0.502435404,-1.301592723,-0.426195977,-0.015981698,-0.462881982,-0.362198728,0.371890415,0.749306387,0.477291363,-0.43332622,-0.08530564,27.17,0
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
41991,-4.566341567,3.35345148,-4.572027808,3.616119304,-2.493138109,-1.089999713,-5.55143307,0.447783084,-2.424414026,-5.699922283,3.586824183,-6.636229049,-1.128176444,-7.245549595,0.638325536,-6.856810039,-8.851878505,-4.591883227,0.936939859,-0.249127727,2.674465879,-0.02087998,-0.302447084,-0.0863964,-0.51605978,-0.295102234,0.195985146,0.141115103,1,1
140368,-10.73738028,-7.410516866,-2.074324335,-0.343866737,-0.256229112,0.127856477,1.906614138,-1.404852893,1.361601182,2.515876822,0.858011154,-0.351681067,0.584753292,-1.843150377,-0.342162752,2.437217324,-0.963448826,-1.629836329,1.721720994,-5.805510605,-2.348288373,-0.375345348,0.092760035,0.495027269,0.873707925,-0.752343669,-2.900481401,0.314769766,216.85,0
85707,1.093334709,-0.158927499,1.370492442,1.288309708,-1.128426979,-0.026385087,-0.732961598,0.28692956,0.787881576,-0.000425494,0.900598054,0.642598356,-1.208999402,0.072831383,-0.414735555,0.266886504,-0.359888506,0.503181355,0.008163745,-0.200714701,-0.009682807,0.085655714,0.020883514,0.502682331,0.319047392,-0.435057061,0.061564726,0.027804379,9.99,0
79881,1.195283988,0.266905641,0.16706597,0.447361413,0.055644201,-0.084647757,-0.085865855,0.08948298,-0.244781116,-0.164112482,1.600951473,1.028519253,0.419877394,-0.13046851,0.642890804,0.466911435,-0.110920968,-0.175277269,-0.144742977,-0.077163011,-0.227658069,-0.643364417,0.103701504,-0.34182517,0.165500163,0.126317384,-0.009093389,0.014262789,0.89,0
67571,-0.758468653,-0.045410278,-0.16843829,-1.313274814,-1.901762532,0.739433415,3.071892046,-0.483422244,0.618202762,-1.769059721,-0.651414014,-0.005423291,-0.517194341,0.21746976,0.883558824,-1.173977649,0.24334711,-0.342300728,0.687056202,-0.032499899,0.042619457,0.397223782,0.072228865,-0.242275997,0.56091647,-0.540954584,0.150606446,-0.117140115,549.06,1
151733,1.993900571,-0.145172082,-0.244547439,0.386809009,-0.546750179,-0.710253537,-0.3618643,-0.161875921,0.969053856,-0.17159041,-0.423519952,1.238820868,1.553268761,-0.22993669,0.866798122,0.207575744,-0.681801725,-0.360430328,-0.26730141,-0.149120759,-0.119498085,-0.14338934,0.366688959,-0.021665089,-0.411384067,-0.616349483,0.04631124,-0.028528949,1,0
145955,-2.033150633,0.146113195,0.923772884,-0.458819427,0.721142208,2.36883536,0.437612928,1.035702611,-0.558766747,-1.152228744,0.478043817,0.702427372,0.288615742,0.324641599,0.35039118,0.369245192,-0.579117254,-0.107481427,-1.828135067,-0.18778328,0.374531408,0.87703333,-0.227249036,-0.950088254,0.720873279,-0.450663436,-0.081054718,-0.073012095,195,0
71491,-1.291384123,-0.182160604,1.258840992,-0.998576714,1.346627842,-1.278942517,0.516389187,0.017251152,-0.964427515,-0.698933084,1.832300375,1.288789578,0.541269122,0.4661302,-0.303367297,-0.092719708,-0.302483933,-0.973701426,-0.281043334,0.247730995,-0.095325564,-0.682944391,0.244634595,0.252702978,-0.288757727,0.578562029,-0.058814817,0.103022778,33.9,0
172473,2.03106358,0.245210788,-1.851030539,0.561526412,0.423111565,-1.24097798,0.397127056,-0.336131193,0.281528161,-0.445731235,0.013252118,0.363491128,0.142965531,-0.948119128,0.102445444,-0.008148791,0.914843254,-0.471307284,-0.255853463,-0.146013845,-0.200743774,-0.451334503,0.274970381,1.009897924,-0.116564212,0.310853458,-0.070542164,-0.02757821,10.6,0
44532,-0.234922309,0.355412643,1.972182786,-1.255592713,-0.681386509,-0.665731671,0.05911049,-0.003153277,1.122451136,-1.481245861,-0.473852106,0.92218442,0.91351384,-0.499349579,0.933898443,-0.560471963,-0.207706529,0.380541571,0.574335961,-0.003469463,0.22067043,0.912107214,-0.28633768,0.451208247,0.188315252,-0.531845781,0.123184688,0.039580635,1,1
93856,-6.750508516,5.367416051,-10.05463495,9.064477918,-7.968118084,-2.263798414,-10.31756618,4.237665731,-5.324108806,-11.09239237,7.154082842,-17.15040525,-0.095399228,-11.03011036,-1.959054555,-12.44856234,-22.66790541,-9.264608733,1.982356317,-0.081219892,1.909032018,-0.348739731,0.425000563,0.67490867,-0.784208393,-0.247422103,1.159581374,0.197817875,209.65,1
72218,-5.483798649,5.452207701,-3.808682523,-0.081510875,-1.902142332,-1.032350066,-1.340170476,2.548271814,1.842347125,4.519345208,-0.114577959,0.684952753,-1.104232162,1.433863688,0.210859289,0.185979191,0.196827839,0.707358551,0.395615922,1.6341106,-0.162334346,0.065356597,0.440671736,-0.458351367,0.295101551,-0.323244537,1.285084424,0.638430038,2.69,0
81977,1.421619727,-1.29356604,0.652417829,-1.475050908,-1.736735088,-0.307923314,-1.385142634,0.070143175,-1.698093429,1.60966252,0.731588886,-0.810372169,-0.344418866,-0.133429951,0.266838052,0.189804734,0.055195968,1.027981466,-0.030200049,-0.29654103,-0.023336222,0.202831047,-0.069277962,-0.033772277,0.312984846,-0.100009021,0.036213412,0.016840785,41.6,0
158841,-0.273582334,1.002525769,0.029453847,-0.929203598,1.462216916,0.287136937,0.864505112,0.073600934,-0.616110579,-1.106273899,0.431913573,0.664962925,1.062223839,-1.207629464,-0.745704315,0.722957048,-0.125225789,0.814154083,0.247145484,0.052493826,0.003409675,0.085606612,-0.301939289,-0.241698292,-0.159663051,0.410282016,0.101739567,0.162946486,7.04,0
67857,-1.739333784,-1.30465465,0.314102907,0.053740106,-0.0586957,0.071259557,0.694861853,-0.313269935,-0.649377114,0.51756788,-1.356557756,-0.238382664,0.069579019,-0.431690054,-0.674723889,-1.654161807,-0.053960601,0.52074584,-1.554561747,-1.463994324,-0.665172079,-0.632078029,-0.4211758,-0.400774353,-0.001640302,-0.495162313,0.03163262,0.066279688,320,1
94625,1.707856937,0.024880791,-0.488140039,3.787548155,1.139451485,2.914672622,-0.743357878,0.699135879,1.008470647,0.912806096,0.765354142,-2.043868387,1.001547339,1.322887254,-2.720076962,-0.153429555,0.752610596,-0.755785824,-1.912562634,-0.368014255,0.010865192,0.548257832,0.091218295,-1.00795946,-0.082182818,0.179709189,0.007737719,-0.06884131,33.76,1
41164,-5.932777955,4.571743204,-9.427246928,6.577056438,-6.115218125,-3.661797896,-10.89407855,3.709210008,-5.859523873,-12.98161915,8.265294601,-14.15416536,0.479842782,-16.33759594,1.64604528,-12.37539744,-21.09061272,-7.724545736,3.856374743,1.191078305,2.014271566,-0.167416618,0.04996753,0.384429719,-0.077883567,0.565492906,1.792011917,0.371007021,5.3,1
153354,1.926919364,-0.170626189,-1.171100436,0.235126324,0.539349555,0.358299077,-0.032352816,0.087843891,0.45304457,-0.085317913,0.010707525,0.977456281,0.543815409,0.257455893,0.802476295,-1.059601691,0.560773583,-2.369284119,-0.995245282,-0.290762526,-0.197622124,-0.296373578,0.42157919,-1.018872563,-0.50806624,0.294239861,-0.013953233,-0.070448296,1.98,0
140366,1.788038577,-0.370260081,-3.430813916,0.221214428,2.959736222,3.080202631,0.356239834,0.545837249,-0.320644688,0.327869569,0.006648246,0.172542477,-0.275243381,1.044542071,0.620191916,-0.465990361,-0.519509285,-0.51329006,-0.552895661,0.074366819,0.203310558,0.265827839,-0.096828802,0.70789175,0.458849157,-0.478323503,-0.039307062,-0.045731025,144,0
44749,0.239145144,-2.107992589,0.236999852,-1.00469041,-2.100402484,-0.465345503,-0.08602619,-0.086958384,-2.214930237,1.466720959,1.419881504,-0.038409448,0.958764443,-0.335088722,0.024829419,-0.20577612,0.319998216,0.619145996,0.349107298,0.564639253,0.050000996,-0.20305152,1.387737357,0.428719439,-1.122781905,-0.575907151,-0.118550356,-0.0884759,349.7,0
160243,-2.783865487,1.596823576,-2.084843989,2.512985584,-1.446748566,-0.828495614,-0.732262192,-0.20332886,-0.347045718,-2.16206139,1.966123457,-3.127455945,0.506574101,-5.926131041,0.931090796,-2.499307194,-3.712751867,-1.142133437,0.626240856,-0.51500092,0.20356342,0.293267882,0.199568288,0.146867632,0.163601885,-0.624084666,-1.333099759,0.428633994,156,1
112454,2.313795646,-1.428520209,-1.330128969,-1.812749668,-0.823897632,-0.164346303,-1.108120039,-0.088657879,-1.387117857,1.754818542,-0.305524488,-0.569015927,0.27003529,-0.207443972,-0.818940275,-0.109522314,-0.103134791,0.721077668,0.56179561,-0.39623561,-0.184645007,-0.063896984,0.077710763,-1.12061536,-0.065544237,-0.113634461,0.000313603,-0.071197903,25,0
131788,1.889158655,-0.650028445,-0.743039494,0.032415409,-0.252686282,0.212399407,-0.517879649,0.087242668,0.847942271,0.121554437,-0.002442969,0.912746551,0.573588924,-0.023214287,-0.115244609,0.947415385,-1.171378256,0.3967016,0.596375045,0.02817369,-0.186862413,-0.604428882,0.206970087,-1.090430721,-0.540257472,0.311980695,-0.051699503,-0.050089977,82.5,0
102542,-1.456876318,3.740305561,-7.404518446,7.440964036,-1.549877953,-1.661696862,-5.757213014,1.615011011,-2.194880726,-6.807135251,6.825793162,-10.39974912,1.83644884,-11.8728451,-3.642392598,-6.044103144,-9.750776387,-3.116372254,0.065317149,0.529557331,0.957897452,0.14533948,-0.044703901,-0.544961671,-0.757756536,-0.005352369,0.318152286,-0.323553623,2.28,1
37781,1.297360734,0.765930449,-0.678648664,1.145805914,0.571115765,-0.74316204,0.353039842,-0.241007122,-0.164745122,-0.705820237,-0.47842543,0.068656209,0.954874543,-1.559197625,1.055624147,0.80046439,0.539688849,0.759970728,-0.31494085,-0.015245636,-0.112951226,-0.20557105,-0.237765672,-0.565169349,0.832507957,-0.278238803,0.03981785,0.05085072,1,0
68357,1.23260447,-0.548931183,1.087872669,0.89408182,-1.433054899,-0.356797142,-0.717492197,0.003166531,-0.100396733,0.543187256,-1.039417068,0.285261609,-0.206006568,-0.498521776,-1.064108451,-2.156036543,0.564761098,0.83785666,-0.72898976,-0.576274061,-0.448670517,-0.517567968,0.012833335,0.699216728,0.527257981,-0.322606503,0.080805437,0.035427182,19.59,1
126219,-1.141558937,1.927650038,-3.905356149,-0.073942594,-0.044857819,-1.756998959,-1.217416499,0.364563279,-2.770147747,-3.216187718,1.286749257,-3.272704585,1.042215623,-5.748943252,-0.668136527,-3.865975683,-2.70505213,-0.103907181,-0.716811425,-0.25058294,0.102081332,-0.531495912,-0.328740974,0.39309961,0.568434632,0.786604529,-0.146101644,0.076211489,25,1
8757,-1.863755553,3.442643977,-4.468259731,2.805336259,-2.118412477,-2.332284887,-4.261237197,1.701681844,-1.439395875,-6.999906634,6.316209677,-8.670818005,0.316023992,-7.417712065,-0.436537471,-3.65280196,-6.293145319,-1.243248291,0.364810482,0.360924004,0.667926572,-0.516242362,-0.012217812,0.070613703,0.058504467,0.30488284,0.418012467,0.208858278,1,1
38289,1.410619096,-1.009364582,0.184630292,-1.379168101,-1.422449546,-1.06370943,-0.664359959,-0.174445825,-2.273997144,1.618985934,1.36545444,-0.507570465,-0.566037294,0.299991741,-0.255918284,-0.389868867,0.496327341,-0.033224588,0.24140379,-0.316915189,-0.488213294,-1.240060248,0.201232485,0.438872654,0.136253795,-0.559069744,-0.006471948,0.015558185,49.9,0
41243,-10.94073911,6.261585851,-14.18233878,7.183602086,-9.951363344,-3.860820337,-13.54730219,7.096471646,-6.294029443,-13.60814316,7.127165321,-12.61100369,1.214556398,-13.90629682,1.514069906,-11.12573906,-19.71625731,-7.55278909,3.656787071,-0.088342082,2.267448261,-0.492029168,-0.239302866,0.45436821,-0.101611063,0.446996733,0.062292647,-0.4397699,45.49,1
91407,-3.951208507,2.881805182,-6.421490295,2.434181424,-1.327324538,-2.122105987,-3.22753333,-0.685560476,0.775985125,-4.723091746,4.921657447,-8.752770087,1.520197742,-8.552022732,0.351975958,-4.534029753,-6.465408634,-1.890309979,0.174840186,-0.669351429,1.410478565,0.279402821,0.570821171,0.656271015,-0.298600549,-0.407571359,-1.37870253,1.379130292,52.69,1
121238,-2.628921995,2.275636371,-3.745369349,1.226948197,-1.132966495,-1.2563531,-1.752419849,0.281736387,-1.792342972,-4.820779414,4.176097623,-4.61900988,0.742689542,-7.636962888,-0.197887605,-4.140395667,-7.604714832,-1.524505397,1.271321931,0.133106475,0.870729582,1.269472789,-0.265494008,-0.480548611,0.169665131,0.096081057,0.070036273,0.063768365,144.62,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
93860,-10.85028159,6.727465688,-16.76058341,8.425831679,-10.25269687,-4.192171044,-14.07708601,7.168287933,-3.683242174,-15.23996196,8.030708408,-16.06030576,0.270529742,-14.95298104,-0.241094884,-11.86673064,-15.48698992,-5.748651557,4.130031427,-0.646818273,2.541636947,0.135534921,-1.023966892,0.406264526,0.106592779,-0.026232389,-1.464630024,-0.41168182,78,1
93823,-3.821938801,5.667247309,-9.244963458,8.246146934,-4.368286087,-3.450734518,-8.427378029,2.305608505,-5.338079184,-12.01116088,8.621255081,-18.68371463,-0.962073428,-15.29765619,-2.414132123,-12.10560225,-21.33819509,-8.045435716,0.156015033,1.115246889,1.990519705,0.083353322,-0.062263553,0.390187802,0.329883884,0.098017083,1.869570163,1.000849563,75.86,1
39729,-0.964567283,-1.643540668,-0.187726849,1.15825311,-2.458335646,0.85222166,2.785162546,-0.303608539,0.940005531,-1.965308809,0.159743522,-0.490697387,-1.181976993,-1.95887597,1.152743286,-1.341269358,2.49832485,0.777831089,1.406044874,1.784449335,0.447180122,0.536203895,1.634060501,0.203838849,0.218748855,-0.221885828,-0.308554718,-0.164500018,776.83,1
11635,0.919136507,4.199632669,-7.535606594,7.426940375,1.11821533,-2.886722351,-1.341035996,0.363933268,-2.203224431,-4.137840196,4.570112808,-7.629169589,1.733917464,-9.440374995,-0.02335335,-1.233958282,1.632008858,1.315734564,-0.287188855,0.535434663,0.316093599,0.055179227,0.21069215,-0.417917881,-0.911188276,0.466523925,0.62739327,0.157851283,1,1
133731,1.176632673,3.141918139,-6.140444836,5.521820589,1.768514889,-1.727185698,-0.93242891,0.292796545,-3.156826558,-3.898240381,4.77672033,-4.15249885,-0.472990803,-10.25885148,-0.533455592,0.458138563,0.167601789,1.404310894,-1.874015263,0.329567973,0.12937163,-0.803020814,-0.074098356,-0.031084405,0.375366225,0.065896784,0.488257739,0.32587163,0,1
145992,-1.648907375,1.770390702,-0.070311375,-0.686427848,-0.229696234,-0.759417587,0.257831449,0.217752046,1.279536163,0.353663154,-0.509136619,-0.649241172,-1.262788245,-1.460048418,0.330992413,0.671848755,0.559375283,0.235595798,-0.619607303,0.225688682,-0.280212335,-0.660693255,0.311920949,0.969830094,-1.198625291,-0.117312807,-0.089761442,0.258007683,15.85,0
52323,-0.635012689,0.639072149,1.569342983,-1.194464889,0.501067259,-0.089966471,0.629481727,0.114195811,-0.817288767,-0.760141778,1.388242697,1.151594093,1.055862534,0.048827714,-0.008595391,0.42041707,-0.698596943,-0.396512715,-0.476707749,0.036683214,0.007381157,-0.065083717,-0.226913754,-0.224723547,0.30871463,0.880252759,-0.119761223,-0.054296807,16,0
54934,-1.467180237,0.724441011,0.680843878,-1.914621786,2.766229684,3.521636944,0.779153318,-0.179764141,1.225048996,2.205245759,0.513590361,-0.762175328,-0.053908755,-1.243135043,1.937737238,-0.144522182,-1.147837238,0.04991162,1.218421142,0.95789238,-0.617944598,-0.470766147,-0.124229589,1.046988897,0.290460164,0.94307495,-0.30460205,-0.826535347,3.84,0
46925,-0.481531151,1.059542277,0.647117403,0.905586234,0.81936824,-0.091183566,0.504134851,0.161064336,-0.765053777,-0.550545348,1.48028602,-0.105359123,-0.804841455,-0.819901849,0.916881766,0.201150539,0.874890632,0.941476679,0.272698476,-0.042515133,0.070632869,0.192490772,-0.174659253,-0.438908073,0.239258997,-0.217823405,-0.072852248,0.010463313,1,1
167338,-1.374424388,2.793184611,-4.346572055,2.40073142,-1.688432714,0.111136093,-0.922037621,-2.149929975,-2.027473756,-4.390841922,1.241958176,-3.9105215,-1.225636299,-4.697996871,0.676108304,-2.077065542,-2.683520898,-0.525949333,0.422342445,0.650195856,-0.870778522,0.50484916,0.137994269,0.368274569,0.103136655,-0.414208828,0.454981585,0.096710964,349.08,1
40086,1.083692681,1.179501206,-1.346150391,1.998824401,0.818034176,-0.771419408,0.230307373,0.093683131,-0.167594342,-1.959809258,2.80433478,0.312424169,-0.595976467,-4.662576955,-0.29951502,1.001413919,3.902824784,1.619609227,-0.888087464,-0.060158538,-0.311999618,-0.639699711,-0.120249015,-0.180217694,0.609282565,-0.339524442,0.096701291,0.114971916,1,1
40791,-1.77162822,1.552083557,-1.394082428,-2.371236284,1.224128614,2.961889675,-1.154039989,2.261890941,-0.148345206,-0.651291228,-0.632730266,0.310642921,0.120863103,0.869440985,0.61771851,1.300386047,-0.703719146,0.155615391,-0.462645125,0.054725247,-0.094330794,-0.641394295,0.126609663,1.020644384,0.079727837,0.755074907,0.015039656,-0.010823773,1.84,0
35926,-3.896582592,4.518354703,-4.45402724,5.547453347,-4.121458573,-1.163406658,-6.805053053,2.928356254,-4.917129599,-6.600460622,3.367845608,-7.88897752,1.682603467,-7.628651916,0.779245996,-7.533404329,-14.06462394,-4.960108633,2.525784924,0.757286727,1.69104203,0.920020577,-0.151103893,0.011006878,0.080303267,0.412191351,0.635788871,0.50104955,4.56,1
30852,-2.830984056,0.885657038,1.199930098,2.86129224,0.321668778,0.289966026,1.767760449,-2.451049662,0.069735807,3.245086401,0.675287853,-0.677096334,-0.222741128,-0.913786971,1.603331923,-1.024502092,0.022045207,-0.940684674,0.48475894,-1.016923144,0.54658934,0.334970737,0.172105676,0.623590288,-0.527114316,-0.079214654,-2.532445298,0.311176715,104.81,1
148479,-1.541678492,3.846799676,-7.604114173,3.121458585,-1.254924173,-2.084875078,-2.385026925,1.471139823,-2.53050725,-5.17565968,1.927185749,-6.011154692,-1.195601442,-6.745561316,-0.058091081,-4.325132247,-5.558067275,-1.58053122,0.971906322,0.114760088,1.096404666,1.064222165,0.065370332,0.257209438,-0.693653969,-0.335701712,0.57705152,0.398348368,122.68,1
54846,-2.986465508,-0.000891229,0.60588683,0.338337781,0.685448451,-1.581954437,0.504206377,-0.233402618,0.636767743,1.010291022,0.004517968,0.044396639,0.420853062,-0.931614225,1.147973683,0.483063094,-0.15247083,-0.285666259,0.072549849,-0.764274258,-0.875146364,-0.509848661,1.313917904,0.355064731,0.448551563,0.19348978,1.214587687,-0.013922897,1.79,1
4200,-0.355206403,1.029331823,1.535938603,-0.133234262,-0.168542392,-0.325450135,-0.156370026,-1.727067131,1.056649927,-1.007280713,1.142909984,-1.833457445,1.878917473,1.716793504,-0.085986958,0.212470845,0.498439551,-0.903564701,-1.731606391,-0.52435581,1.146462205,-1.441446973,0.061003452,0.312043423,0.87546924,0.030888851,0.080192963,0.169633876,11.99,0
50706,-8.461844701,6.866198415,-11.83826922,4.194210967,-6.923097097,-3.221146649,-7.553496511,6.015618187,-2.46614344,-6.246243185,2.94398522,-6.512389337,-0.698175947,-7.543645932,0.926455284,-4.330294806,-7.339697964,-2.550900854,0.645904896,0.814710156,0.918244481,-0.715366337,0.210747336,-0.060211474,0.509534595,-0.257283693,1.170026516,0.229300915,99.99,1
154599,0.667713641,3.041502376,-5.845111956,5.967587038,0.213863333,-1.462922811,-2.688760584,0.677763512,-3.447595896,-4.707570806,4.905819865,-5.208373972,0.53249838,-10.5440114,-1.307418701,-2.133593488,-5.133081491,-1.062150781,-0.819371096,0.558424598,0.329760146,-0.941383472,-0.006074662,-0.958925352,0.239297865,-0.067355679,0.821047586,0.426175252,6.74,1
70213,-0.270534281,0.727312399,1.626206593,1.725148064,0.009251629,0.151662539,0.30418423,0.0252382,-2.59815434,1.280949184,-0.629886408,-0.602161314,0.479923852,0.158187632,0.821665646,-1.703113102,0.298664705,0.892897821,-1.004689711,-0.346746444,-0.193411125,-0.099860516,-0.01099809,0.046348277,-0.420320013,0.137547583,0.166044923,0.150686565,19.56,0
120071,1.756563609,-0.530458381,-1.676541261,0.04914831,1.172486101,1.870972227,-0.285684048,0.480945526,0.210457625,0.110842277,1.474756217,1.266458472,0.360955416,0.524797159,0.802722361,-0.984577735,0.310866888,-1.457631703,-1.406650668,-0.156890033,0.463141369,1.477962607,0.020792667,-0.97899204,-0.092072926,0.67495815,-0.006817869,-0.077034965,65.65,0
7526,0.008430365,4.137836835,-6.240696572,6.675732163,0.768307025,-3.353059548,-1.631734673,0.154612448,-2.795892464,-6.18789063,5.664394709,-9.854484823,-0.306166658,-10.69119621,-0.638498193,-2.041973791,-1.129055877,0.116452521,-1.934665739,0.488378221,0.36451421,-0.608057134,-0.539527942,0.128939983,1.48848121,0.507962678,0.735821636,0.513573741,1,1
112566,2.032092601,-1.062764055,-1.624382801,-0.93635954,-0.41710321,-0.828675172,-0.265870913,-0.339898331,-0.510784307,0.816585822,-0.822735412,-0.703714627,0.330737498,-0.011155137,0.428501075,1.017628195,0.032824445,-1.140453881,0.453461556,0.233226729,0.495671515,1.167804338,-0.101242819,0.644422607,0.196585112,0.039941783,-0.061544373,-0.040043283,124.95,0
159844,-0.408110817,3.132944498,-3.098029764,5.803892615,0.890608919,-0.501474323,-0.440054283,0.591828269,-3.267693259,-2.223070328,0.757063214,-3.501803779,0.246742224,-6.06562188,0.339583134,-1.005723154,0.334315624,0.421261362,1.247142631,0.499567913,0.098482322,-0.538374705,-0.217988987,-1.042656617,0.314388821,0.543243576,0.233851015,0.119603461,45.51,1
25198,-15.9036352,10.39391714,-19.13360246,6.185968835,-12.53802092,-4.027030447,-13.8978266,10.66225178,-2.844953985,-9.668788912,7.394419411,-11.63563005,1.423276925,-8.6404591,-0.674719539,-7.695568788,-13.68413959,-4.777406039,1.268342773,1.501565411,1.577548225,-1.280137123,-0.601294527,0.040403921,0.995501971,-0.273742712,1.688135896,0.5278308,99.99,1
169904,-1.42934602,-0.02940275,1.337167541,-1.816809913,0.164318596,-0.989848465,0.196095001,0.153398837,0.467640212,-1.1437864,-1.100264416,0.265359044,0.504963277,-0.430130697,-0.449986005,0.794788068,-0.893282174,-0.179169965,-1.398411949,-0.336319057,0.254802513,0.991667713,0.241386141,0.085694316,-0.062309244,1.165784425,-0.323797695,-0.234440754,4.99,0
74590,-1.088432316,0.88768748,1.325975521,0.180728149,-0.378589868,-0.848867655,0.30471772,0.457812917,-0.633410945,-0.612706199,0.180020185,0.480556013,0.186377456,0.500966519,1.015848782,-0.126892846,0.238523352,-0.936019646,-0.565144307,0.118464682,-0.072746341,-0.405521715,0.222022636,0.588851838,-0.293395329,0.065680938,0.14869027,0.022421806,44.99,0
132779,-4.389647173,-1.993088948,-12.62745269,0.282311292,-29.73059986,21.30773787,31.52724367,-6.35423283,-0.293292549,-3.399166583,1.811067794,-1.721827752,0.787292122,-1.516869038,0.654465191,2.79742066,-1.660477755,-1.636734662,-0.468863392,-10.34732793,-3.801492341,1.75795721,-2.13908639,-0.02546257,-1.914228344,0.275606547,4.655053582,-1.398363576,6454.74,0
79888,1.11693427,0.043851198,0.207210378,0.515731403,-0.245371156,-0.672774146,0.232065402,-0.107510744,-0.033136966,-0.135097387,-0.017283784,0.170928325,-0.372383957,0.536828927,1.242810433,-0.045320886,-0.024260184,-1.279351443,-0.273735048,-0.043672234,-0.445169407,-1.465151797,0.250082855,0.037250152,-0.035891542,0.00127318,-0.048758276,0.022602552,61.9,0
160791,2.132386021,0.70560782,-3.530758736,0.514779311,1.527174698,-1.716268269,1.13279093,-0.574214355,0.128903891,-1.000805052,-0.191190537,-0.32379419,-0.572455951,-1.422063853,0.314684199,-0.387162054,1.734741604,0.610975988,-0.221267208,-0.211167179,0.163739122,0.70391044,-0.245076157,0.460049174,0.920280993,-0.216585742,-0.026218564,-0.025001296,1,1
21662,-18.01856119,10.55860019,-24.66774125,11.78618036,-10.56465657,-2.645681199,-18.02346767,2.693655403,-6.219463628,-12.74476079,9.318137685,-13.37785743,1.021923868,-12.78434589,-0.451145843,-7.551364931,-11.32599687,-4.701252777,0.516317073,1.007703205,-2.319479462,0.908838783,1.352903707,-1.059222338,0.185750942,0.687037384,2.078080584,-1.429517023,1,1
138584,1.868243266,-1.54185055,-0.71130183,-0.108079167,0.670541217,4.944528143,-2.288907398,1.375689773,0.807252817,0.745188196,-1.019759173,0.362377784,0.200224496,-0.874902367,-0.384518516,-1.419488331,-0.195941043,1.578707422,-1.329905272,-0.489138629,-0.163314911,0.210847385,0.228917467,0.670331967,-0.28911159,-0.501126395,0.156206899,-0.010155313,57.05,0
