node,category,occupation
3712,I,celebrity
3713,D,celebrity
3714,D,scientist
3715,P,celebrity
3716,D,scientist
3717,I,politician
3718,I,politician
3719,P,politician
3720,P,scientist
3721,D,scientist
3722,D,celebrity
3723,D,scientist
3724,P,politician
3725,I,celebrity
3726,I,scientist
3727,I,scientist
3728,P,celebrity
3729,P,scientist
3730,P,politician
3731,D,politician
3732,D,politician
3733,P,scientist
3734,I,celebrity
3735,D,celebrity
3736,P,scientist
3737,P,politician
3738,D,scientist
3739,P,celebrity
3740,D,politician
3741,P,celebrity
3742,P,politician
3743,I,scientist
3744,D,politician
3745,I,politician
3746,P,politician
3747,D,scientist
3748,P,celebrity
3749,P,scientist
3750,I,politician
3751,P,scientist
3752,D,politician
3753,D,celebrity
3754,D,celebrity
3755,D,politician
3756,P,politician
3757,P,politician
3758,D,politician
3759,D,celebrity
3760,D,politician
3761,D,politician
3762,I,scientist
3763,D,celebrity
3764,P,celebrity
3765,P,scientist
3766,I,politician
3767,D,celebrity
3768,P,scientist
3769,P,celebrity
3770,I,politician
3771,I,scientist
3772,D,scientist
3773,I,politician
3774,D,politician
3775,D,scientist
3776,D,politician
3777,P,celebrity
3778,D,celebrity
3779,D,celebrity
3780,I,scientist
3781,I,politician
3782,D,celebrity
3783,P,scientist
3784,D,celebrity
3785,D,politician
3786,I,scientist
3787,P,politician
3788,P,politician
3789,I,politician
3790,D,scientist
3791,I,politician
3792,D,scientist
3793,D,celebrity
3794,P,politician
3795,D,celebrity
3796,D,politician
3797,D,scientist
3798,P,scientist
3799,P,politician
3800,I,celebrity
3801,D,scientist
3802,D,scientist
3803,D,celebrity
3804,P,scientist
3805,I,scientist
3806,D,scientist
3807,I,politician
3808,I,celebrity
3809,P,scientist
3810,D,politician
3811,I,scientist
3812,I,celebrity
3813,I,celebrity
3814,I,scientist
3815,D,celebrity
3816,P,celebrity
3817,D,celebrity
3818,I,celebrity
3819,I,celebrity
3820,D,celebrity
3821,D,celebrity
3822,I,scientist
3823,D,celebrity
3824,P,celebrity
3825,D,scientist
3826,P,celebrity
3827,P,celebrity
3828,I,scientist
3829,P,celebrity
3830,I,scientist
3831,P,celebrity
3832,D,politician
3833,D,scientist
3834,I,scientist
3835,I,politician
3836,D,celebrity
3837,P,celebrity
3838,P,celebrity
3839,D,celebrity
3840,I,scientist
3841,D,politician
3842,P,celebrity
3843,I,politician
3844,D,celebrity
3845,D,celebrity
3846,I,politician
3847,P,politician
3848,P,scientist
3849,D,politician
3850,I,scientist
3851,P,celebrity
3852,D,scientist
3853,I,politician
3854,I,politician
3855,P,politician
3856,D,scientist
3857,P,politician
3858,I,scientist
3859,P,scientist
3860,D,celebrity
3861,I,celebrity
3862,I,celebrity
3863,D,politician
3864,D,politician
3865,P,politician
3866,P,politician
3867,I,celebrity
3868,I,scientist
3869,P,celebrity
3870,I,celebrity
3871,P,celebrity
3872,I,celebrity
3873,P,politician
3874,P,scientist
3875,P,politician
3876,I,celebrity
3877,I,scientist
3878,I,scientist
3879,I,scientist
3880,P,politician
3881,D,politician
3882,D,celebrity
3883,P,scientist
3884,I,celebrity
3885,P,celebrity
3886,P,celebrity
3887,I,celebrity
3888,D,scientist
3889,D,celebrity
3890,D,celebrity
3891,D,scientist
3892,I,politician
3893,I,politician
3894,I,scientist
3895,P,celebrity
3896,P,scientist
3897,D,scientist
3898,I,celebrity
3899,D,celebrity
3900,D,celebrity
3901,I,politician
3902,D,scientist
3903,P,scientist
3904,D,politician
3905,I,politician
3906,D,politician
3907,D,celebrity
3908,I,politician
3909,D,celebrity
3910,P,scientist
3911,D,celebrity
3912,P,scientist
3913,D,scientist
3914,D,celebrity
3915,D,celebrity
3916,P,celebrity
3917,D,scientist
3918,I,politician
3919,D,celebrity
3920,I,scientist
3921,P,celebrity
3922,I,scientist
3923,P,politician
3924,D,scientist
3925,P,scientist
3926,I,politician
3927,D,celebrity
3928,I,celebrity
3929,I,scientist
3930,I,scientist
3931,I,celebrity
3932,I,politician
3933,I,scientist
3934,D,scientist
3935,I,politician
3936,I,celebrity
3937,I,scientist
3938,D,politician
3939,P,scientist
3940,D,politician
3941,I,scientist
3942,I,celebrity
3943,D,scientist
3944,I,celebrity
3945,D,scientist
3946,P,politician
3947,P,celebrity
3948,I,politician
3949,P,celebrity
3950,D,celebrity
3951,D,scientist
3952,D,politician
3953,P,scientist
3954,P,celebrity
3955,P,politician
3956,D,politician
3957,D,celebrity
3958,I,scientist
3959,D,celebrity
3960,I,celebrity
3961,I,politician
3962,P,politician
3963,P,scientist
3964,I,politician
3965,P,scientist
3966,D,celebrity
3967,D,scientist
3968,D,politician
3969,P,scientist
3970,D,celebrity
3971,P,scientist
3972,D,scientist
3973,D,politician
3974,P,politician
3975,I,celebrity
3976,D,celebrity
3977,I,celebrity
3978,I,celebrity
3979,P,scientist
3980,D,celebrity
3981,D,politician
3982,D,politician
3983,P,celebrity
3984,D,scientist
3985,D,celebrity
3986,I,politician
3987,P,scientist
3988,D,scientist
3989,D,politician
3990,D,celebrity
3991,D,scientist
3992,P,celebrity
3993,P,politician
3994,P,celebrity
3995,D,scientist
3996,I,scientist
3997,P,politician
3998,P,politician
3999,D,politician
4000,I,celebrity
4001,I,scientist
4002,I,celebrity
4003,D,celebrity
4004,P,celebrity
4005,P,celebrity
4006,I,scientist
4007,I,celebrity
4008,D,politician
4009,I,politician
4010,P,celebrity
4011,I,scientist
4012,D,politician
4013,D,celebrity
4014,I,celebrity
4015,P,politician
4016,P,politician
4017,D,scientist
4018,P,celebrity
4019,I,politician
4020,P,politician
4021,I,scientist
4022,P,politician
4023,P,politician
4024,D,celebrity
4025,D,celebrity
4026,I,celebrity
4027,I,politician
4028,I,celebrity
4029,P,scientist
4030,I,celebrity
4031,I,politician
4032,P,celebrity
4033,P,politician
4034,P,scientist
4035,I,scientist
4036,D,politician
4037,D,celebrity
4038,P,scientist
4039,P,politician
4040,I,politician
4041,D,celebrity
4042,I,scientist
4043,I,scientist
4044,I,celebrity
4045,I,celebrity
4046,D,scientist
4047,I,celebrity
4048,P,celebrity
4049,P,politician
4050,P,scientist
4051,I,politician
4052,D,celebrity
4053,D,politician
4054,D,politician
4055,D,celebrity
4056,D,politician
4057,D,scientist
4058,I,scientist
4059,I,celebrity
4060,I,scientist
4061,D,politician
4062,P,politician
4063,I,celebrity
4064,D,scientist
4065,P,politician
4066,I,scientist
4067,P,scientist
4068,D,celebrity
4069,I,celebrity
4070,P,scientist
4071,D,scientist
4072,P,politician
4073,I,celebrity
4074,P,celebrity
4075,D,celebrity
4076,P,celebrity
4077,I,scientist
4078,D,celebrity
4079,D,scientist
4080,D,scientist
4081,D,scientist
4082,D,politician
4083,P,scientist
4084,I,scientist
4085,D,celebrity
4086,I,scientist
4087,D,scientist
4088,D,scientist
4089,D,scientist
4090,P,scientist
4091,P,politician
4092,I,politician
4093,D,celebrity
4094,D,politician
4095,I,politician
4096,P,politician
4097,D,scientist
4098,P,scientist
4099,D,celebrity
4100,P,politician
4101,P,celebrity
4102,D,scientist
4103,P,politician
4104,D,celebrity
4105,P,celebrity
4106,I,celebrity
4107,I,scientist
4108,I,politician
4109,I,politician
4110,P,scientist
4111,P,celebrity
4112,D,celebrity
4113,D,politician
4114,D,politician
4115,I,celebrity
4116,P,politician
4117,P,celebrity
4118,D,scientist
4119,I,politician
4120,D,celebrity
4121,I,politician
4122,D,celebrity
4123,D,politician
4124,P,celebrity
4125,D,politician
4126,I,scientist
4127,I,politician
4128,D,scientist
4129,I,celebrity
4130,I,scientist
4131,D,politician
4132,I,scientist
4133,I,celebrity
4134,P,celebrity
4135,P,politician
4136,P,politician
4137,D,celebrity
4138,P,celebrity
4139,P,scientist
4140,P,politician
4141,D,politician
4142,D,celebrity
4143,P,celebrity
4144,D,scientist
4145,D,celebrity
4146,I,scientist
4147,D,celebrity
4148,I,scientist
4149,I,celebrity
4150,I,celebrity
4151,I,celebrity
4152,P,politician
4153,P,celebrity
4154,I,scientist
4155,D,politician
4156,I,politician
4157,D,celebrity
4158,P,politician
4159,I,politician
4160,D,politician
4161,P,scientist
4162,P,scientist
4163,P,politician
4164,D,politician
4165,I,scientist
4166,P,scientist
4167,P,celebrity
4168,D,politician
4169,I,celebrity
4170,P,politician
4171,D,scientist
4172,I,celebrity
4173,D,politician
4174,I,politician
4175,I,scientist
4176,I,celebrity
4177,I,scientist
4178,P,politician
4179,P,politician
4180,P,scientist
4181,I,celebrity
4182,P,celebrity
4183,P,politician
4184,D,celebrity
4185,D,celebrity
4186,D,scientist
4187,P,celebrity
4188,I,celebrity
4189,D,scientist
4190,I,scientist
4191,I,politician
4192,I,scientist
4193,I,politician
4194,D,scientist
4195,D,politician
4196,P,scientist
4197,P,scientist
4198,I,celebrity
4199,I,scientist
4200,D,politician
4201,I,politician
4202,D,celebrity
4203,P,celebrity
4204,P,politician
4205,P,scientist
4206,D,politician
4207,P,scientist
4208,I,scientist
4209,P,politician
4210,I,scientist
4211,I,celebrity
4212,I,politician
4213,I,politician
4214,D,scientist
4215,P,scientist
4216,D,celebrity
4217,I,politician
4218,D,politician
4219,D,politician
4220,P,scientist
4221,D,scientist
4222,P,scientist
4223,P,scientist
4224,I,politician
4225,P,scientist
4226,I,celebrity
4227,P,celebrity
4228,I,celebrity
4229,I,scientist
4230,P,celebrity
4231,P,scientist
4232,D,scientist
4233,P,politician
4234,I,politician
4235,I,politician
4236,I,scientist
4237,I,scientist
4238,P,scientist
4239,D,celebrity
4240,I,politician
4241,D,celebrity
4242,P,celebrity
4243,D,celebrity
4244,D,scientist
4245,P,politician
4246,P,politician
4247,D,celebrity
4248,D,politician
4249,P,politician
4250,P,politician
4251,P,scientist
4252,P,scientist
4253,I,scientist
4254,P,celebrity
4255,P,scientist
4256,I,politician
4257,P,politician
4258,D,politician
4259,I,politician
4260,D,celebrity
4261,D,scientist
4262,I,scientist
4263,I,scientist
4264,D,scientist
4265,P,politician
4266,I,politician
4267,I,scientist
4268,I,celebrity
4269,I,celebrity
4270,I,celebrity
4271,I,celebrity
4272,D,celebrity
4273,D,scientist
4274,I,celebrity
4275,D,scientist
4276,P,celebrity
4277,P,politician
4278,I,celebrity
4279,D,politician
4280,I,scientist
4281,P,celebrity
4282,I,scientist
4283,I,celebrity
4284,P,scientist
4285,I,scientist
4286,P,scientist
4287,D,celebrity
4288,D,politician
4289,D,politician
4290,P,politician
4291,D,politician
4292,D,scientist
4293,D,scientist
4294,D,celebrity
4295,I,celebrity
4296,D,politician
4297,D,politician
4298,P,celebrity
4299,P,politician
4300,P,scientist
4301,P,celebrity
4302,I,scientist
4303,I,politician
4304,P,politician
4305,P,scientist
4306,P,scientist
4307,D,politician
4308,P,politician
4309,D,politician
4310,I,politician
4311,P,politician
4312,I,celebrity
4313,P,politician
4314,D,scientist
4315,D,celebrity
4316,I,celebrity
4317,I,celebrity
4318,P,celebrity
4319,I,scientist
4320,P,politician
4321,P,scientist
4322,I,politician
4323,I,scientist
4324,P,scientist
4325,P,celebrity
4326,I,politician
4327,D,politician
4328,I,scientist
4329,P,celebrity
4330,D,celebrity
4331,D,scientist
4332,P,scientist
4333,P,scientist
4334,I,politician
4335,P,celebrity
4336,D,celebrity
4337,I,celebrity
4338,D,celebrity
4339,D,celebrity
4340,D,scientist
4341,I,celebrity
4342,D,politician
4343,I,scientist
4344,D,scientist
4345,I,scientist
4346,D,scientist
4347,P,celebrity
4348,I,politician
4349,D,celebrity
4350,D,celebrity
4351,D,celebrity
4352,I,celebrity
4353,D,celebrity
4354,P,celebrity
4355,D,scientist
4356,D,celebrity
4357,P,politician
4358,D,scientist
4359,P,scientist
4360,I,scientist
4361,I,celebrity
4362,D,celebrity
4363,D,scientist
4364,P,celebrity
4365,P,scientist
4366,D,scientist
4367,I,scientist
4368,P,politician
4369,I,scientist
4370,P,scientist
4371,P,scientist
4372,P,politician
4373,P,celebrity
4374,I,celebrity
4375,P,celebrity
4376,D,scientist
4377,I,celebrity
4378,I,politician
4379,P,celebrity
4380,P,celebrity
4381,D,politician
4382,I,celebrity
4383,P,celebrity
4384,D,scientist
4385,D,scientist
4386,D,politician
4387,P,celebrity
4388,I,politician
4389,P,celebrity
4390,I,scientist
4391,P,politician
4392,P,scientist
4393,P,politician
4394,I,celebrity
4395,P,politician
4396,P,politician
4397,D,scientist
4398,D,celebrity
4399,I,celebrity
4400,P,politician
4401,I,scientist
4402,I,scientist
4403,I,politician
4404,I,celebrity
4405,I,scientist
4406,P,celebrity
4407,D,scientist
4408,D,politician
4409,D,celebrity
4410,D,celebrity
4411,D,celebrity
4412,I,celebrity
4413,I,scientist
4414,D,politician
4415,D,scientist
4416,I,scientist
4417,D,scientist
4418,P,politician
4419,D,politician
4420,I,celebrity
4421,D,celebrity
4422,D,politician
4423,D,politician
4424,I,scientist
4425,D,politician
4426,I,politician
4427,I,scientist
4428,D,celebrity
4429,P,scientist
4430,D,celebrity
4431,I,politician
4432,D,scientist
4433,I,politician
4434,P,celebrity
4435,P,celebrity
4436,P,politician
4437,P,celebrity
4438,P,scientist
4439,D,scientist
4440,I,scientist
4441,D,celebrity
4442,P,celebrity
4443,D,celebrity
4444,D,politician
4445,I,scientist
4446,I,celebrity
4447,P,celebrity
4448,P,politician
4449,D,politician
4450,D,politician
4451,D,scientist
4452,P,scientist
4453,D,celebrity
4454,D,politician
4455,P,celebrity
4456,D,celebrity
4457,P,politician
4458,P,scientist
4459,P,scientist
4460,P,politician
4461,D,scientist
4462,D,scientist
4463,I,celebrity
4464,I,politician
4465,D,celebrity
4466,I,celebrity
4467,I,celebrity
4468,D,celebrity
4469,I,scientist
4470,P,scientist
4471,D,scientist
4472,P,celebrity
4473,I,celebrity
4474,I,politician
4475,P,politician
4476,P,celebrity
4477,I,scientist
4478,I,scientist
4479,I,scientist
4480,I,scientist
4481,D,scientist
4482,I,scientist
4483,D,politician
4484,D,politician
4485,P,celebrity
4486,D,scientist
4487,I,politician
4488,I,scientist
4489,I,scientist
4490,P,politician
4491,P,politician
4492,I,scientist
4493,I,celebrity
4494,I,celebrity
4495,I,scientist
4496,D,celebrity
4497,D,celebrity
4498,P,politician
4499,I,politician
4500,P,scientist
4501,D,celebrity
4502,D,politician
4503,I,scientist
4504,P,scientist
4505,I,scientist
4506,I,celebrity
4507,P,celebrity
4508,I,celebrity
4509,D,scientist
4510,D,politician
4511,D,scientist
4512,I,scientist
4513,I,celebrity
4514,I,politician
4515,I,politician
4516,I,celebrity
4517,P,celebrity
4518,I,celebrity
4519,I,celebrity
4520,P,celebrity
4521,P,politician
4522,D,scientist
4523,P,scientist
4524,P,politician
4525,P,politician
4526,D,politician
4527,I,scientist
4528,P,scientist
4529,I,celebrity
4530,P,politician
4531,I,scientist
4532,I,celebrity
4533,P,politician
4534,P,politician
4535,I,politician
4536,D,celebrity
4537,I,scientist
4538,I,politician
4539,P,scientist
4540,P,politician
4541,I,celebrity
4542,D,politician
4543,I,politician
4544,P,scientist
4545,P,celebrity
4546,D,politician
4547,P,scientist
4548,D,celebrity
4549,P,scientist
4550,D,celebrity
4551,D,scientist
4552,I,celebrity
4553,D,celebrity
4554,D,celebrity
4555,I,celebrity
4556,P,politician
4557,I,celebrity
4558,I,scientist
4559,D,scientist
4560,P,scientist
4561,P,celebrity
4562,I,celebrity
4563,D,celebrity
4564,P,scientist
4565,D,politician
4566,P,scientist
4567,I,scientist
4568,I,politician
4569,I,scientist
4570,I,scientist
4571,I,scientist
4572,D,politician
4573,I,celebrity
4574,P,scientist
4575,P,politician
4576,D,scientist
4577,I,celebrity
4578,D,politician
4579,I,scientist
4580,I,politician
4581,P,celebrity
4582,I,politician
4583,I,scientist
4584,P,politician
4585,D,celebrity
4586,D,politician
4587,I,politician
4588,P,scientist
4589,P,celebrity
4590,I,celebrity
4591,D,scientist
4592,I,celebrity
4593,I,politician
4594,I,politician
4595,D,celebrity
4596,I,celebrity
4597,P,celebrity
4598,I,celebrity
4599,D,celebrity
4600,I,celebrity
4601,P,politician
4602,I,politician
4603,I,celebrity
4604,I,politician
4605,D,politician
4606,I,celebrity
4607,P,celebrity
4608,P,celebrity
4609,P,celebrity
4610,P,scientist
4611,D,celebrity
4612,D,celebrity
4613,D,politician
4614,P,scientist
4615,P,celebrity
4616,I,celebrity
4617,P,celebrity
4618,I,scientist
4619,P,scientist
4620,P,celebrity
4621,I,politician
4622,P,scientist
4623,I,politician
4624,P,scientist
4625,I,celebrity
4626,D,politician
4627,I,celebrity
4628,I,celebrity
4629,P,scientist
4630,P,scientist
4631,I,scientist
4632,I,politician
4633,P,celebrity
4634,P,celebrity
4635,D,celebrity
4636,I,politician
4637,P,celebrity
4638,P,politician
4639,I,politician
4640,D,scientist
4641,I,politician
4642,D,politician
4643,I,politician
4644,I,celebrity
4645,I,celebrity
4646,P,celebrity
4647,I,politician
4648,P,scientist
4649,I,celebrity
4650,I,celebrity
4651,D,politician
4652,I,celebrity
4653,P,celebrity
4654,I,politician
4655,P,politician
4656,D,politician
4657,D,scientist
4658,P,politician
4659,D,politician
4660,D,politician
4661,P,politician
4662,D,celebrity
4663,I,politician
4664,D,politician
4665,P,scientist
4666,P,celebrity
4667,I,scientist
4668,D,celebrity
4669,I,scientist
4670,P,celebrity
4671,I,politician
4672,D,scientist
4673,P,celebrity
4674,I,celebrity
4675,D,celebrity
4676,D,celebrity
4677,D,celebrity
4678,P,scientist
4679,P,politician
4680,P,politician
4681,D,politician
4682,I,celebrity
4683,D,scientist
4684,D,celebrity
4685,P,politician
4686,I,politician
4687,D,celebrity
4688,P,celebrity
4689,I,scientist
4690,I,scientist
4691,D,politician
4692,I,scientist
4693,P,politician
4694,P,politician
4695,D,celebrity
4696,P,celebrity
4697,P,politician
4698,P,scientist
4699,P,politician
4700,I,politician
4701,P,scientist
4702,P,celebrity
4703,P,celebrity
4704,I,celebrity
4705,I,celebrity
4706,D,celebrity
4707,P,scientist
4708,P,scientist
4709,I,celebrity
4710,D,celebrity
4711,I,politician
4712,I,celebrity
4713,I,celebrity
4714,I,scientist
4715,D,politician
4716,I,politician
4717,I,celebrity
4718,D,celebrity
4719,D,celebrity
4720,I,celebrity
4721,P,scientist
4722,D,politician
4723,I,celebrity
4724,P,politician
4725,I,scientist
4726,I,celebrity
4727,I,politician
4728,D,celebrity
4729,D,celebrity
4730,D,scientist
4731,D,celebrity
4732,D,politician
4733,P,scientist
4734,D,scientist
4735,P,scientist
4736,D,scientist
4737,D,scientist
4738,I,celebrity
4739,I,politician
4740,D,politician
4741,D,scientist
4742,I,politician
4743,I,scientist
4744,I,celebrity
4745,I,scientist
4746,D,politician
4747,P,politician
4748,P,scientist
4749,D,celebrity
4750,D,celebrity
4751,P,celebrity
4752,P,scientist
4753,P,scientist
4754,I,celebrity
4755,I,scientist
4756,I,celebrity
4757,D,politician
4758,I,politician
4759,I,politician
4760,I,scientist
4761,I,politician
4762,D,scientist
4763,D,celebrity
4764,I,politician
4765,P,scientist
4766,D,celebrity
4767,P,celebrity
4768,I,celebrity
4769,D,celebrity
4770,I,scientist
4771,I,scientist
4772,D,celebrity
4773,I,scientist
4774,P,scientist
4775,P,celebrity
4776,I,celebrity
4777,P,politician
4778,D,politician
4779,P,politician
4780,I,celebrity
4781,P,celebrity
4782,I,scientist
4783,I,celebrity
4784,I,politician
4785,I,scientist
4786,I,politician
4787,P,celebrity
4788,I,scientist
4789,I,celebrity
4790,I,politician
4791,I,politician
4792,P,politician
4793,D,celebrity
4794,I,politician
4795,P,scientist
4796,I,celebrity
4797,I,celebrity
4798,P,celebrity
4799,P,politician
4800,P,politician
4801,P,celebrity
4802,I,scientist
4803,D,politician
4804,I,politician
4805,D,celebrity
4806,I,celebrity
4807,P,politician
4808,I,celebrity
4809,P,politician
4810,I,politician
4811,I,politician
4812,I,celebrity
4813,P,scientist
4814,D,scientist
4815,D,celebrity
4816,I,politician
4817,D,politician
4818,I,celebrity
4819,P,politician
4820,D,celebrity
4821,D,politician
4822,I,celebrity
4823,D,politician
4824,P,scientist
4825,I,celebrity
4826,D,celebrity
4827,D,celebrity
4828,I,celebrity
4829,I,scientist
4830,D,scientist
4831,I,politician
4832,P,scientist
4833,I,celebrity
4834,P,politician
4835,P,scientist
4836,D,politician
4837,D,celebrity
4838,I,politician
4839,I,scientist
4840,D,celebrity
4841,I,politician
4842,I,scientist
4843,D,politician
4844,I,celebrity
4845,I,scientist
4846,I,scientist
4847,D,politician
4848,P,celebrity
4849,D,celebrity
4850,P,politician
4851,P,scientist
4852,I,politician
4853,D,politician
4854,I,scientist
4855,P,politician
4856,D,celebrity
4857,P,celebrity
4858,D,politician
4859,D,scientist
4860,P,celebrity
4861,D,scientist
4862,D,scientist
4863,D,celebrity
4864,I,politician
4865,I,celebrity
4866,P,celebrity
4867,I,celebrity
4868,I,politician
4869,D,politician
4870,I,politician
4871,I,politician
4872,P,scientist
4873,P,politician
4874,D,politician
4875,P,celebrity
4876,I,politician
4877,I,scientist
4878,P,celebrity
4879,I,politician
4880,I,celebrity
4881,D,scientist
4882,P,celebrity
4883,I,scientist
4884,I,celebrity
4885,I,scientist
4886,I,politician
4887,D,scientist
4888,D,celebrity
4889,P,scientist
4890,P,scientist
4891,D,scientist
4892,D,scientist
4893,D,scientist
4894,P,politician
4895,D,celebrity
4896,D,politician
4897,I,politician
4898,D,scientist
4899,I,politician
4900,D,politician
4901,I,politician
4902,I,celebrity
4903,I,scientist
4904,P,scientist
4905,P,scientist
4906,I,celebrity
4907,I,scientist
4908,I,politician
4909,D,celebrity
4910,D,politician
4911,D,scientist
4912,I,celebrity
4913,P,celebrity
4914,I,celebrity
4915,P,scientist
4916,I,scientist
4917,I,celebrity
4918,P,scientist
4919,I,celebrity
4920,P,politician
4921,D,celebrity
4922,I,celebrity
4923,D,celebrity
4924,P,politician
4925,I,celebrity
4926,P,scientist
4927,D,celebrity
4928,I,scientist
4929,D,scientist
4930,D,celebrity
4931,P,politician
4932,P,celebrity
4933,I,celebrity
4934,I,scientist
4935,P,celebrity
4936,P,scientist
4937,P,scientist
4938,D,scientist
4939,D,celebrity
4940,P,scientist
4941,D,celebrity
4942,D,celebrity
4943,D,celebrity
4944,P,politician
4945,I,scientist
4946,D,politician
4947,I,celebrity
4948,P,politician
4949,P,scientist
4950,D,politician
4951,D,politician
4952,P,celebrity
4953,D,scientist
4954,P,celebrity
4955,D,politician
4956,D,celebrity
4957,P,celebrity
4958,D,scientist
4959,P,celebrity
4960,I,celebrity
4961,P,politician
4962,P,scientist
4963,D,scientist
4964,D,celebrity
4965,P,politician
4966,I,scientist
4967,D,scientist
4968,I,politician
4969,D,celebrity
4970,D,scientist
4971,P,celebrity
4972,P,politician
4973,D,celebrity
4974,P,politician
4975,P,celebrity
4976,D,politician
4977,D,celebrity
4978,P,celebrity
4979,I,celebrity
4980,I,celebrity
4981,I,scientist
4982,I,politician
4983,I,celebrity
4984,D,scientist
4985,D,politician
4986,I,scientist
4987,D,politician
4988,I,celebrity
4989,P,politician
4990,I,scientist
4991,P,scientist
4992,P,politician
4993,P,celebrity
4994,I,politician
4995,D,scientist
4996,D,politician
4997,D,scientist
4998,P,celebrity
4999,D,politician
5000,I,scientist
5001,D,celebrity
5002,P,scientist
5003,D,celebrity
5004,D,politician
5005,P,scientist
5006,D,scientist
5007,P,celebrity
5008,D,celebrity
5009,D,politician
5010,D,politician
5011,D,celebrity
5012,I,politician
5013,P,politician
5014,P,celebrity
5015,P,celebrity
5016,P,politician
5017,D,scientist
5018,D,scientist
5019,I,politician
5020,P,politician
5021,D,celebrity
5022,I,politician
5023,I,scientist
5024,P,politician
5025,I,scientist
5026,P,politician
5027,D,scientist
5028,I,celebrity
5029,P,politician
5030,D,politician
5031,D,scientist
5032,D,scientist
5033,I,scientist
5034,P,celebrity
5035,I,celebrity
5036,I,scientist
5037,D,scientist
5038,P,politician
5039,D,celebrity
5040,P,scientist
5041,I,celebrity
5042,D,celebrity
5043,D,celebrity
5044,D,scientist
5045,I,celebrity
5046,D,scientist
5047,I,politician
5048,P,scientist
5049,I,scientist
5050,I,scientist
5051,P,politician
5052,P,celebrity
5053,D,scientist
5054,I,scientist
5055,P,politician
5056,P,scientist
5057,D,politician
5058,P,politician
5059,P,celebrity
5060,P,celebrity
5061,I,politician
5062,P,politician
5063,D,celebrity
5064,I,celebrity
5065,P,celebrity
5066,P,celebrity
5067,P,celebrity
5068,P,politician
5069,I,celebrity
5070,I,politician
5071,D,scientist
5072,P,celebrity
5073,I,scientist
5074,I,celebrity
5075,P,scientist
5076,I,scientist
5077,P,scientist
5078,D,scientist
5079,P,celebrity
5080,D,scientist
5081,P,politician
5082,I,politician
5083,I,scientist
5084,D,scientist
5085,I,politician
5086,I,scientist
5087,P,celebrity
5088,D,politician
5089,I,politician
5090,I,politician
5091,I,politician
5092,D,politician
5093,I,scientist
5094,D,celebrity
5095,P,politician
5096,D,politician
5097,D,politician
5098,D,scientist
5099,I,scientist
5100,I,politician
5101,P,politician
5102,D,celebrity
5103,D,scientist
5104,P,politician
5105,I,celebrity
5106,I,scientist
5107,D,celebrity
5108,P,scientist
5109,P,politician
5110,I,politician
5111,I,scientist
5112,D,scientist
5113,D,scientist
5114,P,scientist
5115,I,celebrity
5116,D,celebrity
5117,P,celebrity
5118,D,politician
5119,P,scientist
5120,P,scientist
5121,I,celebrity
5122,D,politician
5123,P,scientist
5124,I,scientist
5125,I,scientist
5126,D,scientist
5127,D,politician
5128,I,celebrity
5129,D,celebrity
5130,D,politician
5131,D,celebrity
5132,I,scientist
5133,D,politician
5134,D,scientist
5135,D,celebrity
5136,I,celebrity
5137,I,politician
5138,I,scientist
5139,P,politician
5140,P,politician
5141,D,politician
5142,I,politician
5143,I,politician
5144,D,celebrity
5145,P,scientist
5146,P,politician
5147,P,celebrity
5148,D,celebrity
5149,D,scientist
5150,D,politician
5151,I,politician
5152,D,scientist
5153,P,scientist
5154,D,celebrity
5155,I,scientist
5156,P,scientist
5157,D,scientist
5158,D,politician
5159,I,scientist
5160,D,politician
5161,P,scientist
5162,D,politician
5163,D,politician
5164,D,celebrity
5165,D,politician
5166,D,politician
5167,P,scientist
5168,P,politician
5169,I,scientist
5170,D,politician
5171,P,celebrity
5172,D,celebrity
5173,D,scientist
5174,P,politician
5175,I,scientist
5176,D,politician
5177,I,scientist
5178,D,celebrity
5179,D,celebrity
5180,P,politician
5181,P,scientist
5182,I,politician
5183,D,scientist
5184,D,politician
5185,D,celebrity
5186,D,celebrity
5187,P,politician
5188,I,politician
5189,I,celebrity
5190,P,celebrity
5191,I,scientist
5192,I,politician
5193,P,celebrity
5194,P,politician
5195,D,scientist
5196,D,celebrity
5197,D,politician
5198,D,scientist
5199,P,politician
5200,D,scientist
5201,D,politician
5202,P,scientist
5203,P,scientist
5204,I,celebrity
5205,I,scientist
5206,D,scientist
5207,D,politician
5208,P,celebrity
5209,D,celebrity
5210,D,scientist
5211,D,scientist
5212,P,politician
5213,I,scientist
5214,I,celebrity
5215,D,scientist
5216,P,scientist
5217,P,politician
5218,P,politician
5219,I,celebrity
5220,D,scientist
5221,P,politician
5222,D,scientist
5223,P,celebrity
5224,P,politician
5225,P,scientist
5226,D,scientist
5227,P,scientist
5228,P,scientist
5229,P,celebrity
5230,D,scientist
5231,D,celebrity
5232,I,scientist
5233,I,scientist
5234,P,scientist
5235,P,scientist
5236,P,politician
5237,P,celebrity
5238,D,celebrity
5239,I,scientist
5240,I,scientist
5241,P,scientist
5242,I,celebrity
5243,P,scientist
5244,D,scientist
5245,D,celebrity
5246,P,scientist
5247,D,scientist
5248,I,politician
5249,P,celebrity
5250,I,celebrity
5251,D,politician
5252,P,scientist
5253,D,celebrity
5254,P,celebrity
5255,P,politician
5256,D,scientist
5257,D,politician
5258,I,politician
5259,P,politician
